university_id,course_name,entity_id,relevance_score,confidence_score,wikipedia_link,matched_positions,matched_text,wikidata_id,freebase_id,VERIFICADOS
ISIS2304,Sistemas Transaccionales,Oracle Database,0.534,8.768,http://en.wikipedia.org/wiki/Oracle_Database,[219],Oracle,Q185524,/m/01vw9z,
ISIS2304,Sistemas Transaccionales,Solution,0.1729,1.542,http://en.wikipedia.org/wiki/Solution,[162],solutions,Q5447188,/m/073l3,
ISIS2304,Sistemas Transaccionales,Architecture,0.4597,4.925,http://en.wikipedia.org/wiki/Architecture,[291],architecture,Q12271,/m/03nfmq,
ISIS2304,Sistemas Transaccionales,Data integrity,0.9223,3.699,http://en.wikipedia.org/wiki/Data_integrity,[355],integrity,Q461671,/m/0b777,
ISIS2304,Sistemas Transaccionales,Referential integrity,0.5817,8.606,http://en.wikipedia.org/wiki/Referential_integrity,"[354, 355]",referential integrity,Q1508721,/m/029clf,
ISIS2304,Sistemas Transaccionales,Database index,0.9192,2.498,http://en.wikipedia.org/wiki/Database_index,[136],Index,Q580427,/m/05q990,
ISIS2304,Sistemas Transaccionales,Regulatory compliance,0.3494,1.413,http://en.wikipedia.org/wiki/Regulatory_compliance,[204],compliance,Q626741,/m/02qltcd,
ISIS2304,Sistemas Transaccionales,Computer data storage,0.7864,1.212,http://en.wikipedia.org/wiki/Computer_data_storage,[380],memory,Q66221,/m/0gysb7z,
ISIS2304,Sistemas Transaccionales,Relational database,1,26.46,http://en.wikipedia.org/wiki/Relational_database,[97],relational,Q192588,/m/0p8rg,
ISIS2304,Sistemas Transaccionales,Application software,0.4532,1.387,http://en.wikipedia.org/wiki/Application_software,[61],applications,Q166142,/m/02bj4k,
ISIS2304,Sistemas Transaccionales,Hierarchy,0.4418,2.565,http://en.wikipedia.org/wiki/Hierarchy,[381],Hierarchies,Q188619,/m/03mxb,
ISIS2304,Sistemas Transaccionales,Systems architecture,0.2003,1.031,http://en.wikipedia.org/wiki/Systems_architecture,"[418, 419]",systems Architectures,Q477538,/m/099q03,
ISIS2304,Sistemas Transaccionales,Implementation,0.4295,1.004,http://en.wikipedia.org/wiki/Implementation,[400],implementation,Q245962,/m/024n8g,
ISIS2304,Sistemas Transaccionales,Memory hierarchy,0.3391,3.034,http://en.wikipedia.org/wiki/Memory_hierarchy,"[380, 381]",memory Hierarchies,Q1589327,/m/010gpp,
ISIS2304,Sistemas Transaccionales,Computer program,0.5736,1.203,http://en.wikipedia.org/wiki/Computer_program,[305],programs,Q40056,/m/01r9v,
ISIS2304,Sistemas Transaccionales,Web application,0.6438,6.131,http://en.wikipedia.org/wiki/Web_application,"[255, 256]",web applications,Q189210,/m/01qb67,
ISIS2304,Sistemas Transaccionales,Concurrency control,0.8831,7.005,http://en.wikipedia.org/wiki/Concurrency_control,"[413, 414]",concurrency control,Q2914952,/m/01ftm6,
ISIS2304,Sistemas Transaccionales,Persistence (computer science),0.4027,1.892,http://en.wikipedia.org/wiki/Persistence_(computer_science),[251],persistence,Q1400808,/m/0fl4z2,
ISIS2304,Sistemas Transaccionales,Functional requirement,0.3776,1.055,http://en.wikipedia.org/wiki/Functional_requirement,"[264, 265]",functional requirements,Q3264234,/m/077mjz,
ISIS2304,Sistemas Transaccionales,Relational calculus,0.1878,2.155,http://en.wikipedia.org/wiki/Relational_calculus,"[342, 343]",Relational Calculus,Q1722436,/m/017t4n,
ISIS2304,Sistemas Transaccionales,SQL,1,19.98,http://en.wikipedia.org/wiki/SQL,[346],SQL,Q47607,/m/075st,
ISIS2304,Sistemas Transaccionales,Calculus,0.4289,5.782,http://en.wikipedia.org/wiki/Calculus,[343],Calculus,Q149972,/m/01lgy,
ISIS2304,Sistemas Transaccionales,Algebra,0.3705,5.995,http://en.wikipedia.org/wiki/Algebra,[345],Algebra,Q3968,/m/0pmb,
ISIS2304,Sistemas Transaccionales,Relational algebra,0.5776,6.335,http://en.wikipedia.org/wiki/Relational_algebra,"[344, 345]",Relational Algebra,Q840540,/m/017pzb,
ISIS2304,Sistemas Transaccionales,Information,0.4947,8.03,http://en.wikipedia.org/wiki/Information,[186],information,Q11028,/m/03y39,
ISIS2304,Sistemas Transaccionales,Information management,0.6862,2.67,http://en.wikipedia.org/wiki/Information_management,"[186, 187]",information management,Q579488,/m/02crfr,
ISIS2304,Sistemas Transaccionales,MySQL,0.8254,18.33,http://en.wikipedia.org/wiki/MySQL,[226],MySQL,Q850,/m/04y3k,
ISIS2304,Sistemas Transaccionales,Microsoft SQL Server,0.8842,10.21,http://en.wikipedia.org/wiki/Microsoft_SQL_Server,"[222, 223]",SQL Server,Q215819,/m/0120vr,
ISIS2304,Sistemas Transaccionales,Transaction processing,0.5839,3.203,http://en.wikipedia.org/wiki/Transaction_processing,"[310, 311]",Transactional Processing,Q844565,/m/01f3y9,
ISIS2304,Sistemas Transaccionales,Design,0.5392,1.947,http://en.wikipedia.org/wiki/Design,[49],Design,Q82604,/m/02cwm,
ISIS2304,Sistemas Transaccionales,,0,0.5,,[224],00,None,None,
ISIS2304,Sistemas Transaccionales,Data model,0.923,5.785,http://en.wikipedia.org/wiki/Data_model,"[316, 317]",data model,Q1172480,/m/0l7js,
ISIS2304,Sistemas Transaccionales,Relational model,1,6.321,http://en.wikipedia.org/wiki/Relational_model,"[315, 316, 317]",relational data model,Q755662,/m/06jpb,
ISIS2304,Sistemas Transaccionales,Complexity,0.5083,2.368,http://en.wikipedia.org/wiki/Complexity,[282],complexity,Q723897,/m/022rj,
ISIS2304,Sistemas Transaccionales,World Wide Web,0.5423,1.777,http://en.wikipedia.org/wiki/World_Wide_Web,[255],web,Q466,/m/0828v,
ISIS2304,Sistemas Transaccionales,Technology,0.3271,1.41,http://en.wikipedia.org/wiki/Technology,[312],Technologies,Q11016,/m/07c1v,
ISIS2304,Sistemas Transaccionales,"Create, read, update and delete",0.5396,8.174,"http://en.wikipedia.org/wiki/Create,_read,_update_and_delete",[352],CRUD,Q60500,/m/01q5jp,
ISIS2304,Sistemas Transaccionales,Concurrency (computer science),0.5531,3.729,http://en.wikipedia.org/wiki/Concurrency_(computer_science),[413],concurrency,Q1414548,/m/03qtj_,
ISIS2304,Sistemas Transaccionales,Linearizability,0.5407,3.059,http://en.wikipedia.org/wiki/Linearizability,[411],atomicity,Q513932,/m/04h2c2,
ISIS2304,Sistemas Transaccionales,Concept,0.4845,2.629,http://en.wikipedia.org/wiki/Concept,[301],concepts,Q151885,/m/0203b,
ISIS2304,Sistemas Transaccionales,Operations management,0.573,2.541,http://en.wikipedia.org/wiki/Operations_management,"[294, 295]",operations management,Q1423657,/m/06ck9d,
ISIS2304,Sistemas Transaccionales,Software development,0.7985,8.349,http://en.wikipedia.org/wiki/Software_development,[253],development,Q638608,/m/025sbhf,
ISIS2304,Sistemas Transaccionales,Language,0.3981,5.92,http://en.wikipedia.org/wiki/Language,[238],language,Q315,/m/04g7d,
ISIS2304,Sistemas Transaccionales,Object-oriented programming,0.6523,37.96,http://en.wikipedia.org/wiki/Object-oriented_programming,"[237, 238]",object-oriented language,Q79872,/m/05prj,
ISIS2304,Sistemas Transaccionales,Knowledge,0.3743,5.766,http://en.wikipedia.org/wiki/Knowledge,[34],knowledge,Q9081,/m/01k8wb,
ISIS2304,Sistemas Transaccionales,Redundancy (engineering),0.2761,2.627,http://en.wikipedia.org/wiki/Redundancy_(engineering),[113],redundancy,Q1204361,/m/068l5n,
ISIS2304,Sistemas Transaccionales,PostgreSQL,0.9266,19.72,http://en.wikipedia.org/wiki/PostgreSQL,[232],PostgreSQL,Q192490,/m/02tvxy,
ISIS2304,Sistemas Transaccionales,Sybase,0.223,12.12,http://en.wikipedia.org/wiki/Sybase,[228],Sybase,Q259966,/m/01c6q7,
ISIS2304,Sistemas Transaccionales,Java (programming language),0.6381,24.55,http://en.wikipedia.org/wiki/Java_(programming_language),[241],Java,Q251,/m/026_3pk,
ISIS2304,Sistemas Transaccionales,Disk storage,0.3791,1.993,http://en.wikipedia.org/wiki/Disk_storage,[172],disk,Q1332857,/m/02c4c,
ISIS2304,Sistemas Transaccionales,Software,0.614,15.01,http://en.wikipedia.org/wiki/Software,[278],software,Q7397,/m/01mf0,
ISIS2304,Sistemas Transaccionales,Computer,0.5915,13.98,http://en.wikipedia.org/wiki/Computer,[307],computer,Q68,/m/01m3v,
ISIS2304,Sistemas Transaccionales,Standardization,0.3456,3.193,http://en.wikipedia.org/wiki/Standardization,[357],Standardization,Q369577,/m/06qt6,
ISIS2304,Sistemas Transaccionales,Logic,0.3871,9.094,http://en.wikipedia.org/wiki/Logic,[82],logic,Q8078,/m/09xq9d,
ISIS1106,Lenguajes y Maquinas,Formal language,0.99,12.47,http://en.wikipedia.org/wiki/Formal_language,[139],languages,Q192161,/m/02ymn,
ISIS1106,Lenguajes y Maquinas,Extended Backus–Naur form,0.4515,1.329,http://en.wikipedia.org/wiki/Extended_Backus–Naur_form,"[246, 247]",Extended BNF,Q1165219,/m/0jd37,
ISIS1106,Lenguajes y Maquinas,Backus–Naur form,0.6325,4.837,http://en.wikipedia.org/wiki/Backus–Naur_form,[247],BNF,Q211577,/m/0gv00,
ISIS1106,Lenguajes y Maquinas,Machine,0.5382,1.05,http://en.wikipedia.org/wiki/Machine,[219],machines,Q11019,/m/0dkw5,
ISIS1106,Lenguajes y Maquinas,Formal specification,0.8175,2.668,http://en.wikipedia.org/wiki/Formal_specification,"[221, 222]",formal specifications,Q1437424,/m/07nj98,
ISIS1106,Lenguajes y Maquinas,Specification (technical standard),0.4919,1.074,http://en.wikipedia.org/wiki/Specification_(technical_standard),[222],specifications,Q2101564,/m/0bgk2,
ISIS1106,Lenguajes y Maquinas,Computer,0.6289,12.06,http://en.wikipedia.org/wiki/Computer,[157],computer,Q68,/m/01m3v,
ISIS1106,Lenguajes y Maquinas,Grammar,0.3143,7.601,http://en.wikipedia.org/wiki/Grammar,[241],Grammars,Q8091,/m/039dj,
ISIS1106,Lenguajes y Maquinas,Integral,0.5845,1.145,http://en.wikipedia.org/wiki/Integral,[203],Integration,Q80091,/m/03_14,
ISIS1106,Lenguajes y Maquinas,Design,0.5727,1.856,http://en.wikipedia.org/wiki/Design,[204],design,Q82604,/m/02cwm,
ISIS1106,Lenguajes y Maquinas,Abstract machine,0.5171,6.263,http://en.wikipedia.org/wiki/Abstract_machine,"[218, 219]",abstract machines,Q787114,/m/0gfcn,
ISIS1106,Lenguajes y Maquinas,Finite-state machine,1,18.65,http://en.wikipedia.org/wiki/Finite-state_machine,[259],automata,Q176452,/m/02ykc,
ISIS1106,Lenguajes y Maquinas,Tool,0.3613,1.05,http://en.wikipedia.org/wiki/Tool,[120],tools,Q39546,/m/07k1x,
ISIS1106,Lenguajes y Maquinas,Turing machine,0.8655,23.37,http://en.wikipedia.org/wiki/Turing_machine,"[261, 262]",Turing machines,Q163310,/m/07h4k,
ISIS1106,Lenguajes y Maquinas,Pushdown automaton,0.6656,3.213,http://en.wikipedia.org/wiki/Pushdown_automaton,"[258, 259]",Stack automata,Q751443,/m/063x2,
ISIS1106,Lenguajes y Maquinas,Stack (abstract data type),0.4784,1.821,http://en.wikipedia.org/wiki/Stack_(abstract_data_type),[258],Stack,Q177929,/m/01p2sd,
ISIS1106,Lenguajes y Maquinas,Regular expression,0.8511,8.878,http://en.wikipedia.org/wiki/Regular_expression,"[238, 239]",Regular expressions,Q185612,/m/06f01,
ISIS1106,Lenguajes y Maquinas,Theory,0.5903,1.907,http://en.wikipedia.org/wiki/Theory,[12],theory,Q17737,/m/07kk5,
ISIS1106,Lenguajes y Maquinas,Diagram,0.3557,1.926,http://en.wikipedia.org/wiki/Diagram,[194],Diagrams,Q959962,/m/02v0m2,
ISIS1106,Lenguajes y Maquinas,Simulation,0.6997,2.568,http://en.wikipedia.org/wiki/Simulation,[196],simulators,Q45045,/m/0bwzm,
ISIS1106,Lenguajes y Maquinas,Domain of a function,0.3496,1.067,http://en.wikipedia.org/wiki/Domain_of_a_function,[37],domains,Q192439,/m/0d9gp,
ISIS1106,Lenguajes y Maquinas,Behavior,0.4398,3.88,http://en.wikipedia.org/wiki/Behavior,[170],behavior,Q9332,/m/01jbm,
ISIS1106,Lenguajes y Maquinas,Modeling language,1,2.345,http://en.wikipedia.org/wiki/Modeling_language,"[138, 139]",modeling languages,Q1941921,/m/01ys_b,
MATE1207,Calculo Vectorial,Gradient,1,11.94,http://en.wikipedia.org/wiki/Gradient,[304],gradient,Q173582,/m/038hz,
MATE1207,Calculo Vectorial,Scalar potential,0.9695,7.808,http://en.wikipedia.org/wiki/Scalar_potential,"[301, 302]",scalar potential,Q1856609,/m/02cckv,
MATE1207,Calculo Vectorial,Scalar (mathematics),0.684,8.602,http://en.wikipedia.org/wiki/Scalar_(mathematics),[301],scalar,Q1289248,/m/09nbdp,
MATE1207,Calculo Vectorial,Scalar field,0.2517,11.99,http://en.wikipedia.org/wiki/Scalar_field,"[204, 205]",scalar fields,Q193460,/m/015glv,
MATE1207,Calculo Vectorial,Field (mathematics),0.7495,2.78,http://en.wikipedia.org/wiki/Field_(mathematics),[205],fields,Q190109,/m/02w23,
MATE1207,Calculo Vectorial,Function (mathematics),0.8782,4.332,http://en.wikipedia.org/wiki/Function_(mathematics),[123],functions,Q11348,/m/01sz53,
MATE1207,Calculo Vectorial,Plane (geometry),0.6965,4.523,http://en.wikipedia.org/wiki/Plane_(geometry),[295],planes,Q17285,/m/0lf8p,
MATE1207,Calculo Vectorial,Value (mathematics),0.1371,1.117,http://en.wikipedia.org/wiki/Value_(mathematics),[22],values,Q2912517,/m/0bhr2j,
MATE1207,Calculo Vectorial,Conservative vector field,0.9052,9.474,http://en.wikipedia.org/wiki/Conservative_vector_field,"[297, 298, 299]",conservative vector fields,Q1588205,/m/02cbtj,
MATE1207,Calculo Vectorial,Vector field,1,14.24,http://en.wikipedia.org/wiki/Vector_field,"[298, 299]",vector fields,Q186247,/m/0gxtc,
MATE1207,Calculo Vectorial,Multiple integral,1,3.994,http://en.wikipedia.org/wiki/Multiple_integral,"[110, 111]",triple integrals,Q844937,/m/080zrx,
MATE1207,Calculo Vectorial,Integral,1,9.029,http://en.wikipedia.org/wiki/Integral,[111],integrals,Q80091,/m/03_14,
MATE1207,Calculo Vectorial,Mathematical optimization,0.7267,5.091,http://en.wikipedia.org/wiki/Mathematical_optimization,[280],optimization,Q141495,/m/0dpl_,
MATE1207,Calculo Vectorial,Constrained optimization,0.4368,5.271,http://en.wikipedia.org/wiki/Constrained_optimization,"[279, 280]",constrained optimization,Q5164377,/m/0bn0jg,
MATE1207,Calculo Vectorial,Theorem,0.2953,5.103,http://en.wikipedia.org/wiki/Theorem,[248],theorem,Q65943,/m/07m71,
MATE1207,Calculo Vectorial,Multiplication,0.4018,1.138,http://en.wikipedia.org/wiki/Multiplication,[283],multipliers,Q40276,/m/057mq,
MATE1207,Calculo Vectorial,Directional derivative,1,4.45,http://en.wikipedia.org/wiki/Directional_derivative,"[37, 38]",directional derivatives,Q383851,/m/02ggpk,
MATE1207,Calculo Vectorial,Vector calculus,1,29.81,http://en.wikipedia.org/wiki/Vector_calculus,[141],vector,Q200802,/m/07_wy,
MATE1207,Calculo Vectorial,Green's theorem,0.8298,11.49,http://en.wikipedia.org/wiki/Green's_theorem,"[246, 247, 248]",Green's theorem,Q321237,/m/01k8mc,
MATE1207,Calculo Vectorial,Surface (mathematics),0.941,0.9816,http://en.wikipedia.org/wiki/Surface_(mathematics),[196],surfaces,Q3505239,,
MATE1207,Calculo Vectorial,Quadric,0.615,7.611,http://en.wikipedia.org/wiki/Quadric,"[195, 196]",quadric surfaces,Q852117,/m/0bdw8w,
MATE1207,Calculo Vectorial,Function of several real variables,1,1.084,http://en.wikipedia.org/wiki/Function_of_several_real_variables,"[16, 17, 18, 19]",Functions in several variables,Q15284797,/m/0w32x7k,
MATE1207,Calculo Vectorial,Variable (mathematics),0.6539,4.051,http://en.wikipedia.org/wiki/Variable_(mathematics),[19],variables,Q50701,/m/05qb93m,
MATE1207,Calculo Vectorial,Vector-valued function,0.872,8.151,http://en.wikipedia.org/wiki/Vector-valued_function,"[44, 45]",Vector-valued functions,Q1375954,/m/09ttkp,
MATE1207,Calculo Vectorial,Formula,0.346,2.935,http://en.wikipedia.org/wiki/Formula,[101],formula,Q976981,/m/015tl8,
MATE1207,Calculo Vectorial,Tangent space,0.8696,15.18,http://en.wikipedia.org/wiki/Tangent_space,"[294, 295]",tangent planes,Q909601,/m/07kz9,
MATE1207,Calculo Vectorial,Tangent,0.7406,8.019,http://en.wikipedia.org/wiki/Tangent,[294],tangent,Q131251,/m/07r7c,
MATE1207,Calculo Vectorial,Inertia,0.374,5.469,http://en.wikipedia.org/wiki/Inertia,[292],inertia,Q122508,/m/03vjs,
MATE1207,Calculo Vectorial,Center of mass,0.5234,7.18,http://en.wikipedia.org/wiki/Center_of_mass,"[286, 287, 288]",centers of mass,Q2945123,/m/017gpx,
MATE1207,Calculo Vectorial,Mass,0.4147,9.542,http://en.wikipedia.org/wiki/Mass,[288],mass,Q11423,/m/04t9l,
MATE1207,Calculo Vectorial,Speed,0.5053,3.054,http://en.wikipedia.org/wiki/Speed,[48],speed,Q3711325,/m/073s_,
MATE1207,Calculo Vectorial,Surface integral,0.9857,4.837,http://en.wikipedia.org/wiki/Surface_integral,"[139, 140]",surfaces integrals,Q598146,/m/02lz7g,
MATE1207,Calculo Vectorial,Derivative,1,18.3,http://en.wikipedia.org/wiki/Derivative,[38],derivatives,Q29175,/m/026k0,
MATE1207,Calculo Vectorial,Stokes' theorem,0.9872,18.5,http://en.wikipedia.org/wiki/Stokes'_theorem,"[257, 258, 259]",Stokes' theorem,Q467756,/m/07611,
MATE1207,Calculo Vectorial,Partial derivative,0.9357,11.41,http://en.wikipedia.org/wiki/Partial_derivative,"[41, 42]",partial derivatives,Q186475,/m/0dtk2,
MATE1207,Calculo Vectorial,Implicit function,0.8982,4.972,http://en.wikipedia.org/wiki/Implicit_function,"[79, 80]",Implicit function,Q1196523,/m/01l72n,
MATE1207,Calculo Vectorial,Dot product,0.9342,12.79,http://en.wikipedia.org/wiki/Dot_product,"[5, 6]",dot product,Q181365,/m/014m__,
MATE1207,Calculo Vectorial,Implicit function theorem,0.6777,9.338,http://en.wikipedia.org/wiki/Implicit_function_theorem,"[79, 80, 81]",Implicit function theorem,Q848375,/m/02s4mn,
MATE1207,Calculo Vectorial,Lagrange multiplier,0.9245,13.91,http://en.wikipedia.org/wiki/Lagrange_multiplier,"[282, 283]",Lagrange multipliers,Q598870,/m/0153tv,
MATE1207,Calculo Vectorial,Divergence,1,6.498,http://en.wikipedia.org/wiki/Divergence,[58],divergence,Q189000,/m/029xs,
MATE1207,Calculo Vectorial,Curl (mathematics),1,7.182,http://en.wikipedia.org/wiki/Curl_(mathematics),[306],curl,Q206310,/m/01t_h,
MATE1207,Calculo Vectorial,Moment of inertia,0.8329,14.72,http://en.wikipedia.org/wiki/Moment_of_inertia,"[290, 291, 292]",moments of inertia,Q165618,/m/05208_c,
MATE1207,Calculo Vectorial,Real number,0.4949,26.78,http://en.wikipedia.org/wiki/Real_number,[70],real-valued,Q12916,/m/06dvm,
MATE1207,Calculo Vectorial,Real-valued function,0.4733,8.589,http://en.wikipedia.org/wiki/Real-valued_function,"[70, 71]",real-valued functions,Q5189500,/m/05q7nk7,
MATE1207,Calculo Vectorial,Limit (mathematics),0.5096,1.05,http://en.wikipedia.org/wiki/Limit_(mathematics),[24],Limits,Q177239,/m/04wy7,
MATE1207,Calculo Vectorial,Calculus,0.9477,15.83,http://en.wikipedia.org/wiki/Calculus,[220],calculus,Q149972,/m/01lgy,
MATE1207,Calculo Vectorial,Concept,0.2578,1.889,http://en.wikipedia.org/wiki/Concept,[201],concept,Q151885,/m/0203b,
MATE1207,Calculo Vectorial,Arc length,0.8997,9.736,http://en.wikipedia.org/wiki/Arc_length,"[50, 51]",arc length,Q670036,/m/064p41,
MATE1207,Calculo Vectorial,Linear algebra,0.758,33.59,http://en.wikipedia.org/wiki/Linear_algebra,"[2, 3]",linear algebra,Q82571,/m/04nxn,
MATE1207,Calculo Vectorial,Algebra,0.5214,10.86,http://en.wikipedia.org/wiki/Algebra,[3],algebra,Q3968,/m/0pmb,
MATE1207,Calculo Vectorial,Cross product,1,11.01,http://en.wikipedia.org/wiki/Cross_product,"[8, 9]",cross product,Q178192,/m/014m_h,
MATE1207,Calculo Vectorial,Integration by substitution,1,3.328,http://en.wikipedia.org/wiki/Integration_by_substitution,"[104, 105, 106]",change of variables,Q1071270,/m/01bhr2,
MATE1207,Calculo Vectorial,Rectangle,0.427,4.556,http://en.wikipedia.org/wiki/Rectangle,[89],rectangles,Q209,/m/0j62f,
